submission_id,ANorm_drug,ANorm_food,ANorm_matrix,ANorm_superhero,BNorm_drug,BNorm_food,BNorm_matrix,BNorm_superhero,age,comments,compare_drug,compare_food,compare_matrix,compare_superhero,education,experiment_duration,experiment_end_time,experiment_start_time,feedbackTime,gender,languages,options,prolific_pid,prolific_session_id,prolific_study_id,question,response,responseTime
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,-1,female,english,Yes|No|I am not sure,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,5993
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,-1,female,english,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,4652
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,-1,female,english,Yes|No|I am not sure,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,2673
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,I drew the violin card.|Bob drew the guitar card.,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,17278
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,I drew the office worker card.|Bob drew the beer card.,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,9091
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,I drew the math card.|Bob drew the biology card.,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,6110
1958,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,I drew the party card.|Bob drew the game card.,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,4001
1958,more than 5,NA,NA,NA,less than 5,NA,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,NA,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,NA,NA,17087
1958,NA,NA,NA,more than 5,NA,NA,NA,less than 5,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,NA,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,NA,NA,8635
1958,NA,less than 5,NA,NA,NA,more than 5,NA,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,NA,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,NA,NA,8508
1958,NA,NA,less than 5,NA,NA,NA,more than 5,NA,21,,,,,,Graduated High-school,202933,1759915156303,1759914953370,NA,female,english,NA,6668c0560adc0e65f62c7c5f,68e62bc07761fd500c8a1ee5,68e625d20d644f9679c7d1c3,NA,NA,10329
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,-1,female,English,Yes|No|I am not sure,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,6206
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,-1,female,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,3973
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,-1,female,English,Yes|No|I am not sure,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,Yes,2871
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,I drew the math card.|Bob drew the biology card.,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,26661
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,I drew the violin card.|Bob drew the guitar card.,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,10963
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,I drew the party card.|Bob drew the game card.,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,16153
1959,NA,NA,NA,NA,NA,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,I drew the office worker card.|Bob drew the beer card.,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,10701
1959,NA,NA,more than 5,NA,NA,NA,less than 5,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,NA,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,NA,NA,22943
1959,NA,less than 5,NA,NA,NA,less than 5,NA,NA,34,N/A,,fewer,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,NA,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,NA,NA,27218
1959,more than 5,NA,NA,NA,less than 5,NA,NA,NA,34,N/A,,NA,,NA,Graduated College,253326,1759915214430,1759914961104,NA,female,English,NA,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,NA,NA,10965
1959,NA,NA,NA,less than 5,NA,NA,NA,less than 5,34,N/A,,NA,,more,Graduated College,253326,1759915214430,1759914961104,NA,female,English,NA,627a76b96bea55210aecbba9,68e62bc66a4f7585113bad0f,68e625d20d644f9679c7d1c3,NA,NA,19965
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,-1,male,english,Yes|No|I am not sure,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,6256
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,-1,male,english,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,3130
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,-1,male,english,Yes|No|I am not sure,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,2946
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,I drew the violin card.|Bob drew the guitar card.,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,14056
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,I drew the math card.|Bob drew the biology card.,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,11874
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,I drew the office worker card.|Bob drew the beer card.,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,25112
1960,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,I drew the party card.|Bob drew the game card.,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,13097
1960,more than 5,NA,NA,NA,less than 5,NA,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,NA,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,NA,NA,39734
1960,NA,NA,NA,less than 5,NA,NA,NA,less than 5,31,,,,,fewer,Graduated College,272446,1759915242292,1759914969846,NA,male,english,NA,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,NA,NA,38757
1960,NA,NA,more than 5,NA,NA,NA,less than 5,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,NA,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,NA,NA,24393
1960,NA,more than 5,NA,NA,NA,less than 5,NA,NA,31,,,,,NA,Graduated College,272446,1759915242292,1759914969846,NA,male,english,NA,5e92178e8ee4fe54b65b7c39,68e62bbe78fc86184588905f,68e625d20d644f9679c7d1c3,NA,NA,16617
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,-1,female,english,Yes|No|I am not sure,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,6029
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,-1,female,english,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,2743
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,-1,female,english,Yes|No|I am not sure,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,Yes,2906
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,I drew the violin card.|Bob drew the guitar card.,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,25213
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,I drew the math card.|Bob drew the biology card.,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,13999
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,I drew the party card.|Bob drew the game card.,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,15569
1961,NA,NA,NA,NA,NA,NA,NA,NA,49,none,NA,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,I drew the office worker card.|Bob drew the beer card.,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,6121
1961,NA,more than 5,NA,NA,NA,more than 5,NA,NA,49,none,NA,same number,NA,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,NA,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,NA,NA,33794
1961,more than 5,NA,NA,NA,more than 5,NA,NA,NA,49,none,same number,NA,NA,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,NA,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,NA,NA,13358
1961,NA,NA,NA,more than 5,NA,NA,NA,more than 5,49,none,NA,NA,NA,same number,Graduated College,351372,1759915302211,1759914950839,NA,female,english,NA,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,NA,NA,27733
1961,NA,NA,more than 5,NA,NA,NA,more than 5,NA,49,none,NA,NA,same number,NA,Graduated College,351372,1759915302211,1759914950839,NA,female,english,NA,66839058a88759d4987e3e1c,68e62bb97e44e6061f7f7996,68e625d20d644f9679c7d1c3,NA,NA,17894
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,-1,female,English,Yes|No|I am not sure,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,13984
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,-1,female,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,7692
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,-1,female,English,Yes|No|I am not sure,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,3435
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,I drew the party card.|Bob drew the game card.,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,30915
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,I drew the violin card.|Bob drew the guitar card.,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,I won because ,Bob drew the guitar card.,16644
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,I drew the math card.|Bob drew the biology card.,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,I won because ,Bob drew the biology card.,16970
1962,NA,NA,NA,NA,NA,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,I drew the office worker card.|Bob drew the beer card.,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,14797
1962,NA,NA,less than 5,NA,NA,NA,less than 5,NA,62,,,NA,same number,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,NA,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,NA,NA,35712
1962,more than 5,NA,NA,NA,less than 5,NA,NA,NA,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,NA,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,NA,NA,38855
1962,NA,NA,NA,less than 5,NA,NA,NA,5,62,,,NA,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,NA,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,NA,NA,24288
1962,NA,less than 5,NA,NA,NA,less than 5,NA,NA,62,,,same number,NA,,Graduated College,344361,1759915317703,1759914973342,NA,female,English,NA,6566255bbaa15c2459e2c0e5,68e62bd4c1e942ebe579b523,68e625d20d644f9679c7d1c3,NA,NA,15943
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,-1,female,ENGLISH,Yes|No|I am not sure,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,6349
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,-1,female,ENGLISH,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs exactly 2 points to win.,5662
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,-1,female,ENGLISH,Yes|No|I am not sure,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,I am not sure,3225
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,I drew the office worker card.|Bob drew the beer card.,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,28342
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,I drew the party card.|Bob drew the game card.,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,18999
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,I drew the violin card.|Bob drew the guitar card.,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,11896
1963,NA,NA,NA,NA,NA,NA,NA,NA,46,,NA,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,I drew the math card.|Bob drew the biology card.,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,16965
1963,NA,less than 5,NA,NA,NA,less than 5,NA,NA,46,,NA,same number,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,NA,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,NA,NA,40364
1963,NA,NA,NA,more than 5,NA,NA,NA,more than 5,46,,NA,NA,NA,same number,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,NA,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,NA,NA,36069
1963,NA,NA,more than 5,NA,NA,NA,more than 5,NA,46,,NA,NA,same number,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,NA,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,NA,NA,24265
1963,less than 5,NA,NA,NA,less than 5,NA,NA,NA,46,,more,NA,NA,NA,Graduated High-school,370765,1759915330638,1759914959873,NA,female,ENGLISH,NA,67293edc2ff48428040a39a5,68e62bc6b3272af89208265b,68e625d20d644f9679c7d1c3,NA,NA,35473
1964,NA,NA,NA,NA,NA,NA,NA,NA,44,,,,,,Graduated High-school,351803,1759915343801,1759914991998,-1,male,English,Yes|No|I am not sure,6595653c5c92016f134c8b25,68e62bdf8c1b65b1da22f8c6,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,5218
1964,NA,NA,NA,NA,NA,NA,NA,NA,44,,,,,,Graduated High-school,351803,1759915343801,1759914991998,-1,male,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,6595653c5c92016f134c8b25,68e62bdf8c1b65b1da22f8c6,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,4156
1964,NA,NA,NA,NA,NA,NA,NA,NA,44,,,,,,Graduated High-school,351803,1759915343801,1759914991998,-1,male,English,Yes|No|I am not sure,6595653c5c92016f134c8b25,68e62bdf8c1b65b1da22f8c6,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,Yes,6765
1964,NA,NA,NA,NA,NA,NA,NA,NA,44,,,,,,Graduated High-school,351803,1759915343801,1759914991998,NA,male,English,I drew the math card.|Bob drew the biology card.,6595653c5c92016f134c8b25,68e62bdf8c1b65b1da22f8c6,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,19486
1964,NA,NA,NA,NA,NA,NA,NA,NA,44,,,,,,Graduated High-school,351803,1759915343801,1759914991998,NA,male,English,I drew the party card.|Bob drew the game card.,6595653c5c92016f134c8b25,68e62bdf8c1b65b1da22f8c6,68e625d20d644f9679c7d1c3,I lost because ,I drew the party card.,19885
